"text_data","tax","abortion","economy","education","energy","environment","unemployment"
"RT @daxtonbrown: Obama Progressives have talked civil war for 100 years behind closed doors. As welfare state collapses, be prepared. ht ...",0,0,0,0,0,0,0
"RT @preciousliberty: Obama killed #union jobs by rejecting #Keystone, still expects #Facebook youth to support him #labor - http://t.co/ ...",0,0,0,0,0,0,1
"@joshtpm @tpm @JeromePandell Nor is Harry Reid a Mitt Romney. Reid's not playing racial politics by talking abt NAACP freeloaders & welfare.",0,0,0,0,0,0,0
"Daily Kos: Under Romney-Ryan plan, Mitt Romney would pay 0.82% tax rate http://t.co/DzGpaIbd We are FUCKED!",1,0,0,0,0,0,0
"Obamaês War On Coal Finally Dawns On Union Boss: –Our peopleês jobs are on the ...: via @laborunionrpt http://t.co/4mam16iB #tcot #unions",0,0,0,0,1,0,1
"RT @BeatObama: RT @IMAO_ Obama passed Obamacare and a couple years later my dad passed away. Am I supposed to blame Obama? How does this ...",0,0,0,0,0,0,0
"RT @PPact: Paul Ryan is just as bad as #Romney on women's health. Tell #RomneyRyan2012: youêre not my ticket! Sign here: http://t.co/E5U ...",0,0,0,0,0,0,0
"Obama Campaign Sues to Restrict Military Voting http://t.co/edUtdmtt #politics",0,0,0,0,0,0,0
"RT @PatDollard: Copies of Mitt Romney's tax returns will not employ one American.",1,0,0,0,0,0,0
"OBAMA COLLUDES WITH ISRAELI PUNDITS TO DETER ISRAELI STRIKE ON IRAN: GIL RONEN http://t.co/F098Bay9 #Main #muslim #tcot #sioa @pulpark #p2",0,0,0,0,0,0,0
"@jjauthor I expect that from Michael Moore and with Pelosi and Obama there is no telling. Already making Gay Marriage part of Platform",0,0,0,0,0,0,0
"–@drscott_atlanta: Ryan wants to save medicare. OBAMA HAS DESTROYED MEDICARE.”. Not according to crazy @DWStweets",0,0,0,0,0,0,0
"Romney announces energy independence plans - Conservative News: http://t.co/GnkL7pmI Much needed plan.Follow through Mitt. Please!",0,0,0,0,1,0,0
"RT @BadBlueNews: BREAKING: Romney Releases His Energy Policy (Drill Baby Drill!) http://t.co/M4N69A8h",0,0,0,0,1,0,0
"RT @commonpatriot: via @itMakesSense: Obamaês Greatest Foreign Policy Accomplishment Is Protecting Iran From Israel http://t.co/N87ve8g5 ...",0,0,0,0,0,0,0
"RT @ShellyMonsoon: –@PantherAR15: Hey President Obama, our military has earned their right to vote. Illegals haven't”",0,0,0,0,0,0,0
"RT @ZaneMaxs: 2 wars started under GW Bush that we are still paying for. So don't blame #Obama for the economy, wars or the deficit.",0,0,1,0,0,0,0
"RT @nutjob: PHOTO: Obama Senior Advisor Accepted $100,000 From Firm Doing Business With Iran http://t.co/QvT7nYTh via @sharethis",0,0,0,0,0,0,0
"RT @AriBerman: Whatês missing from the Romney/Ryan economic plans? Jobs http://t.co/CKyk1NxA @thenation",0,0,1,0,0,0,1
"RT @SouthJerseyDago: Let me get this straight, Obama has close ties to commies & domestic terrorists and @mitchellreports calls Ryan ...",0,0,0,0,0,0,0
"RT @Jockque: New Analysis Shows #Loser Romney Tax Plan Would Raise Taxes On Middle Class Families By More Than $2,000 http://t.co/JQd9ho ...",1,0,0,0,0,0,0
"how about m obama stop wasting taxpayer dollars on ugly $6,880 shirts - there are Americans w/out jobs who could buy a lot of food w/that",1,0,0,0,0,0,1
"RT @that_was_random: obama lover Chris Matthews Snaps at RNC Chairman Over •Foreignizationê of @barackobama http://t.co/rigbPWzK",0,0,0,0,0,0,0
"RT @TriciaNC1: So .@Dwstweets since #Obama against giving medical help to a baby surviving an #abortion ALL #Dems are. WOW! #p2 #prolife ...",0,1,0,0,0,0,0
"Obama acknowledges college education is""priced out"" of the reach of most middle class families & Big Govt is solution http://t.co/NSF1s3vV",0,0,0,1,0,0,0
"Since #obama took office, almost 2x as many soldiers have died in #Afghanistan the the 8 yrs for #Bush! http://t.co/sN53iRdF #obama2012 #GOP",0,0,0,0,0,0,0
"Economic recovery is weakest since World War II - Obama Plan has failed http://t.co/opwr2dlI",0,0,1,0,0,0,0
"RT @USAHipster: LIBERALS CAN'T COUNT! @FoxSunday Robert Gibbs says by Obama taking $716B out of Medicare we extended life of Medicare. h ...",0,0,0,0,0,0,0
"RT @PhyllisLevinson: My mother turns 90 in 2 weeks. She wouldn't have lived this long without Medicare. #Obama2012 #RollsRoyce",0,0,0,0,0,0,0
"@edshow As a Medicare recipient...Romney & the GOP..want to do away with it so I'd have to move in with my daughter to afford cost of meds!",0,0,0,0,0,0,0
"Coal miners know Obama is shutting them down .. #Ohio voters, do you? http://t.co/GRjzIgvt #voterid #fracking",0,0,0,0,1,0,0
"I wonder if the Admin hasnt already illegally access Romney's tax returns & think they have found something useful IF Romney releases them",1,0,0,0,0,0,0
"Democrats want to dismantle Medicare. They've already taken $700B from it through #Obamacare. #tcot #Dems #Obama",0,0,0,0,0,0,0
"@foxnation you need to spread this vid on obama http://t.co/4uK1SMJR real journalist exposes his foreign policy",0,0,0,0,0,0,0
"RT @jjauthor: The president is picking these stupid fights because heês looking 4 a diversion that would take our eyes off unemployment ...",0,0,0,0,0,0,1
"Putin took over payments? RT @BarackObama: –We did not finish paying off our student loans until about 8 years ago.”ãPresident Obama",0,0,0,0,0,0,0
"RT @RawStory: Romney: Women should support me because of 'Romneycare' http://t.co/bNGNhFOg",0,0,0,0,0,0,0
"Obama WANTS Medicare to implode so we become dependent upon Obamacare.",0,0,0,0,0,0,0
"RT @ThomJamesNorman: The biggest threats to Medicare are the Ryan Plan and Romney.",0,0,0,0,0,0,0
"RT @candacetx: ""[W]e shouldnêt have a bunch of politicians, a majority of whom are men, making health care decisions on behalf of women. ...",0,0,0,0,0,0,0
"#obama-it'sallyourfault-admit-it ! Your energy policies Failed! Your Spending plans only line the (cont) http://t.co/nmVDpTPB",0,0,0,0,1,0,0
"RT @AshleyJudd: Absolutely! ""@BarackObama: ""The economy always works best when the middle class is doing well.""ãPresident Obama”",0,0,1,0,0,0,0
"RT @PeggyStuart: President Obama has taken action to refocus our national security priorities. Hereês how: http://t.co/ivcKYJqW",0,0,0,0,0,0,0
"How did the ppl of MA.ever allow Romney to be elected? He got away w/all the lies,never releasing his tax returns! This scares me cuz he won",1,0,0,0,0,0,0
"RT @truthteam2012: .@stefcutter on how Mitt Romney's plan to cut taxes for the wealthy would impact you: ""Spoiler alert. It's not good."" ...",1,0,0,0,0,0,0
"RT @BradASchenck: –Mitt Romneyês economic plan would kill 360,000 jobs in 2013 alone”: http://t.co/gYb9HpCc",0,0,1,0,0,0,1
"June 24, Obama asks Egyptian Muslim Brotherhood to be tolerant. Now they're Crucifying opposers. Gr8 work Barack http://t.co/3vnt1jSS",0,0,0,0,0,0,0
"RT @YourAnonNews: Apparently Mitt Romney needs to take some basic math again... Romney Tax Promises Mathematically Impossible | http://t ...",1,0,0,0,0,0,0
"I want to hear the DNC talk about Obama's economy, for example. How about green jobs, shovel ready jobs. SOLYNDRA anyone?? #p2",0,0,1,0,0,0,1
"obama pushing the osama film..http://t.co/o2k3fyF9 whut chutZpa.",0,0,0,0,0,0,0
"#Obama2012 Why should we vote for RMoney when he'd raise our taxes to give millionaires like him a cut? @BonkPolitics http://t.co/KNT7rELQ",1,0,0,0,0,0,0
"RT @M_F_Dupree: If the fetus you saved was gay would you still fight for its rights? #point #hypocrisy @ALiberalLady #OBAMA2012",0,0,0,0,0,0,0
"RT @BenLaBolt TRUE. The fact checker weighs in on Romney's Middle Class Tax Hike: http://t.co/XDFPsvWG",1,0,0,0,0,0,0
"Breitbart: NPR Abandons News Format, Becomes Super PAC for Obama http://t.co/XFWROLvH -taxpayers should not have to pays for them",1,0,0,0,0,0,0
"@StefCutter returns with ""Obama's slashing $700Billion from Medicare is a good thing!"" http://t.co/zlDeoxNF & she thinks seniors are dumb!",0,0,0,0,0,0,0
"RT @TheLastWord: @Lawrence: I strongly suspect there is a felony in Romneyês tax returns. #lastword",1,0,0,0,0,0,0
"RT @michaelpfalcone: Number crunchers @Priorities2012 say Romney would only pay 1% in taxes under Ryan plan http://t.co/foTCEW2x",1,0,0,0,0,0,0
"Obama is throwing Granny over the cliff>> Obama in 2009 Pledged 2 Veto Attempts to Undo Medicare Cuts http://t.co/qOr4wqDY (via @ABC)",0,0,0,0,0,0,0
"Obama campaign sues to restrict military voting in Ohio - Cincinnati veterans issues | http://t.co/ff8R2DiT http://t.co/1t0WfdjM",0,0,0,0,0,0,0
"RT @ChrisVanHollen: 142 votes on bills enriching big oil special interests. 0 votes on President Obama's Jobs proposal. http://t.co/svG42foF",0,0,0,0,1,0,1
"@loudobbsnews (IBD) Was Obama (Barry Soetoro) A Foreign Exchange Student? Columbia transcripts hidden http://t.co/rNPwghyI",0,0,0,0,0,0,0
"RT @paulmorrisTIM: RT @LOLGOP: Give Mitt Romney enough time and his tax returns may trickle down.",1,0,0,0,0,0,0
"Washington Post Mocks Romney's Tax Plan http://t.co/Uqna0vWs via @HuffPostMedia - Mitt says anything to win before he retracts it to win",1,0,0,0,0,0,0
"RT @michellemalkin: ""An attack on my Catholic brothers and sisters is an attack on me."" - Huckabee on Obama abortion mandate #rnc2012 #g ...",0,1,0,0,0,0,0
"RT @ghostdansing: .@marcorubio I would never support #Romney. I paid into Medicare since I was 16. Now at 52, you want to give me a vouc ...",0,0,0,0,0,0,0
"RT @slone: IRRELEVANT: Beinart: Sorry, fellow Democrats: Romneyês tax returns are irrelevant http://t.co/lSkZoWbh #tcot #tlot #gop",1,0,0,0,0,0,0
"Maybe the Third Boob of American politics, Harry Reid, was meant to distract from 8.3% unemployment. Didn't work. #DoingFine #Obama2012",0,0,0,0,0,0,1
"RT @OFA_NY: Until he releases more tax returns, we won't know if Romney invests overseas to avoid taxes. Take a look at the map: http:// ...",1,0,0,0,0,0,0
"RT @gopfirecracker: Really freaking sick of this ""the GOP hates women"" BS. All I have to say is that women have lost 300,000 jobs under ...",0,0,0,0,0,0,1
"RT @stacyhyatt: –@SwiftRead: ""Freedom's Lighthouse: Obama Steals From US Military"" http://t.co/lFPZVCSw #sot",0,0,0,0,0,0,0
"RT @jameshaning: #GOP blames #Obama for no budget, but he has presented a budget every year, but #Republican House has refused to pass a ...",0,0,0,0,0,0,0
"RT @NewsNinja2012: Mitt Romney Paid 30%, Not 13% In Federal Income Taxes - Forbes http://t.co/ZudVYnka",1,0,0,0,0,0,0
"RT @keder: I'm pretty sure RealBrother just told me that GDP has grown by 40% under Obama. #headdesk",0,0,1,0,0,0,0
"RT @pvenable: David Axelrod squirming on Fox News - cannot defend Obama's economic record. #tcot",0,0,1,0,0,0,0
"RT @Arianna8927: The MSM no longer dicussing the truth of the welfare ads,only the impact politically-how it help Romney.MSM needs 2 dem ...",0,0,0,0,0,0,0
"Harry Reid's source on Romney's tax returns is a Republican. #DripDripDrip http://t.co/0i77Ki2J #mapoli",1,0,0,0,0,0,0
"RT @newdawnink1: We stand with Majority Leader Harry Reid in asking Mitt Romney to release 10 years worth of tax retu http://t.co/anpMvsNz",1,0,0,0,0,0,0
"RT @AlieNicole7: Obama Campaign Sues to Restrict Military Voting http://t.co/bXMUny1o #tcot #twisters #sot",0,0,0,0,0,0,0
"Medicaid, the real tragedy of ObamaCare, not yet felt by poor. Read at http://t.co/wX1N25Js #Mitt2012 #teaparty #lnyhbt #tcot #resist44 #GOP",0,0,0,0,0,0,0
"Updated stat's till Nov. on ""Obama's Recession"" -> http://t.co/lbILK8C7 Bookmark.",0,0,1,0,0,0,0
"EDITORIAL: The return of the death panels Medicare cuts may put the Obama campaign on life support http://t.co/nEme12dM",0,0,0,0,0,0,0
"RT @shortwave8669: Today there are 5.6 million fewer jobs than when Obama started failing in Jan 2009 @Catballou #BLSEmploymentPopulation",0,0,0,0,0,0,1
"RT @adrianmayer: Romney shows 23 years of tax returns to McCain to be VP. He shows 1-2 years of returns to US people to be POTUS. Harry ...",1,0,0,0,0,0,0
"Spending hasn't killed Economy since Pres Obama -GOP wars & spending bankrupt Govt. TParty_#GOPCongress & filibustering Sen killing economy",0,0,1,0,0,0,0
"RT @JeffersonObama: This----> RT @TUSK81: This year it's between the guys who killed bin Laden & the guys who want to kill Medica ...",0,0,0,0,0,0,0
"RT @BadgerNative: A bold new plan: ""By 2020 America will be energy independent""ãMitt Romney #GOP2012 #tcot",0,0,0,0,1,0,0
"RT @HuffPostPol: Feingold blasts Romney-Ryan ticket's lack of foreign policy credentials http://t.co/PW5KODLB",0,0,0,0,0,0,0
"Obama ended #neocon Recession that was 8 years in the making in 5 months. GOP says not fast enuf and want the keys back? nfw #gop2012",0,0,1,0,0,0,0
"RT @NolteNC: In single hour, Romney's silly BC joke has got more press attention than record casualties in Afghanistan. That's your MSM ...",0,0,0,0,0,0,0
"RT @RBReich: Romney says he paid at least 13 % tax rate for last ten years but assertions are meaningless without proof. I say I'm at le ...",1,0,0,0,0,0,0
"RT @KylieJaneKremer: This week the focus is going 2 be jobs & economy. Next week Obama will focus on abortion & birth control. # ...",0,1,1,0,0,0,1
"OBAMA healthcare is not free healthcare as people think its garbage care with doctors that barley graduate from med school its standard care",0,0,0,0,0,0,0
"RT @dminor85: We're hearing about Ann Romney's horse, Dan Cathy's personal views and Romney's tax returns. Love that laser-like focus on ...",1,0,0,0,0,0,0
"RT @TheAdvocateMag: Here Is the LGBT Rights Record of Paul Ryan Who Reports Say Is The Romney Pick for Veep http://t.co/OnuKMXr8",0,0,0,0,0,0,0
"RT @Adenovir: Mitt Romney: I value my privacy and won't release my tax returns. Me: Good, then remain a private citizen.",1,0,0,0,0,0,0
"RT @Cos2mwiz2: SHARE! RT @justgrateful Hidden camera> Romney bragging about Chinese sweatshop filled w/young women he bought at Bain ...",0,0,0,0,0,0,0
"Video: Robert Reich @RBReich on the Romney-Ryan economic plan: http://t.co/0087BbaC via @MoveOn",0,0,1,0,0,0,0
"#dailybriefing These lying pollsters on Cspan...fail to mention Obama is SAVING $716B in Medicare. AARP & AMA support Obama's ACA",0,0,0,0,0,0,0
"RT @wbconservative: Alexrod defends suit on Ohio military voting law, calls Romney's stance 'shameful' http://t.co/42zHGWgd",0,0,0,0,0,0,0
"RT @NewsNinja2012: BOOM!! @AskMonte: Ryan budget got 228 House votes and 41 Senate votes. Obama budget got 0 House votes in the House... ...",0,0,0,0,0,0,0
"RT @morninggloria: Romney not releasing his tax returns provides great distraction from the fact that he hasn't released any good ideas, ...",1,0,0,0,0,0,0
"President Obama doesn't understand the economics of higher ed. http://t.co/kH1PlbOb",0,0,1,0,0,0,0
"RT @bpblog2: Paul #Ryan on Marriage and Abortion http://t.co/rQc2g5T8 #nationalrighttolifecommittee #mittromney #paulryan",0,1,0,0,0,0,0
"Almost Half of House Republicans Vote to Empower Obama Czars | Politics and Economics Right Side New http://t.co/EXV5VP7U",0,0,1,0,0,0,0
"RT @Mason8777: CNN Host Schools Romney Campaign Chair Over False Welfare Reform Attacks http://t.co/UlsTAPHM",0,0,0,1,0,0,0
"""[Obama] betrayed America's moral foundation when he publicly endorsed homosexual 'marriage'."" http://t.co/S7XTMEaT",0,0,0,0,0,0,0
"Debbie Blabbermouth has referenced the 20 returns Romney gave the McCain campaign so no way can they pretend to believe no taxes for 10 yrs.",1,0,0,0,0,0,0
"Newt: NO PROOF RT @ArthurDelaneyHP: Santorum hedging on welfare attack line saying Obama decision would ""POTENTIALLY gut"" work requirements",0,0,0,0,0,0,0
"RT @DirkZ1: POLL: 79% oppose Ryan budget's cuts to Medicare benefits http://t.co/c1vGOywc (please retweet!) #RNC2012 #Obama2012 #p2",0,0,0,0,0,0,0
"RT @ncginny: Larry J. Sabato's Crystal Ball _ Can President Obama Survive His Economic Record? http://t.co/Vxwcg8J8 #2012gop #tcotÄ",0,0,1,0,0,0,0
"RT @demsforprogress: Surrogates Admit Romney Will Cut Medicare Benefits For Current Seniors at http://t.co/RqJumVFm.",0,0,0,0,0,0,0
"Obama Killing USA: The Government Is Bankrupt and Will Destroy the Economy http://t.co/CylXDfcP #tcot #teaparty #tlot #Ccot #obama2012 #p2",0,0,1,0,0,0,0
"@mommystory @samvalley Good for you! If we elect Romney/Ryan the rest of us can find jobs.",0,0,0,0,0,0,1
"RT @RWwatchMA: #mapoli:http://t.co/oPCbZW8M GOP blaming Obama for the Bush policies they pushed, recession they started & tax cuts t ...",1,0,1,0,0,0,0
"#Obama seeks to limit the military's right to vote - Sign the petition supporting #military voting rights today",0,0,0,0,0,0,0
"Time for #Obama to join the #unemployed?#teaparty #tcot #liberty #patriot #tlot?http://t.co/YUadgODU",0,0,0,0,0,0,1
"AKA: Rent-Seekers –@Reuters: Executives say Obama better for world economy: poll http://t.co/UOGzzq0W”",0,0,1,0,0,0,0
"@betseyross A coal state tht goes Obama will b committing suicide! O has sworn2 bankrupt coal ind & it means job loss & spiking energy cost!",0,0,0,0,1,0,0
"Only #Romney can be chased away from his signature #RomneyCare law by bunch of right wing Republitards! #edshow #p2 #ConnectTheLeft",0,0,0,0,0,0,0
"@KLSouth (IBD) Was Obama (Barry Soetoro) A Foreign Exchange Student? Columbia transcripts hidden http://t.co/rNPwghyI",0,0,0,0,0,0,0
"We've had enough of your #flexibility crap! MT @truthteam2012 Obama is giving states more flexibility 2 make welfare 2work programs stronger",0,0,0,0,0,0,0
"RT @Obama2012: President Obama: –My opponent in this election doesnêt seem to understand this. He says weêve got enough teachers; we don ...",0,0,0,1,0,0,0
"mt Should be more woried about muslim brotherhood.Obama: Close-Minded Economic Bigot | Conservative Byte http://t.co/Sm7JVv2p via @sharethis",0,0,1,0,0,0,0
"RT @MssLiberty: Obama to release MuslimBrotherhood's Taliban Commanders from Gitmo... http://t.co/TFmgApjx",0,0,0,0,0,0,0
"@GranholmTWR Romney's taxes (show them, you coward!). Assault weapons ban. Fund Planned Parenthood. Unlimited M&Ms for everyone.",1,1,0,0,0,0,0
"GOP Governor: Romney Welfare Ads Are False 'As Far As I Have Seen' http://t.co/K0O6yHmt",0,0,0,0,0,0,0
"RT @thinkprogress: Mitt Romney to anti-abortion doctor behind Akin's ""legitimate rape"" claim: ""We agree on almost everything"" http://t.c ...",0,1,0,0,0,0,0
"Obama's Muslim Brotherhood Posse Hired by BHO! http://t.co/FdqTF6wB The MBH: http://t.co/PiZf2HrX Now, watch This! http://t.co/26rOlUVv",0,0,0,0,0,0,0
"RT @thejoshuablog: Paul Ryan Cosponsored All the Most Extreme Anti-Abortion Bills http://t.co/ectYTi6i #p2 #tcot #tlot #obama2012 #romn ...",0,1,0,0,0,0,0
"RT @polymath22: WHY do #WIunion #Trolls like @jrios68 spend more time trolling kindergarten teachers than promoting their #Mormon Messia ...",0,0,0,1,0,0,0
"RT @ElectMittRomney: In July, the Unemployment rate went up in 44 states. We should be in a recovery, and we can do better. Elect @MittR ...",0,0,1,0,0,0,1
"RT @NathanHale1775: Obama's lawsuit to handcuff military voting rights ranks among the most shameful acts of his presidency #p2 #tcot #tlot",0,0,0,0,0,0,0
"RT.@fredadewar –@Normsmusic: Foreign Cash Disqualifies Romney from Presidential Bid http://t.co/G68cK3Tj”""",0,0,0,0,0,0,0
"Let's refocus political discussions on Romney's lack of vision, character & conviction; perpetual flip flops; gaffes; & dubious tax returns.",1,0,0,0,0,0,0
"Obama Channels Reagan on Welfare http://t.co/GBfN2cuE",0,0,0,0,0,0,0
"RT @Politicolnews: Romney's medicare distraction, created no jobs today. His earnings of 23 Million last yr created no jobs. #RomneyRyan2012",0,0,0,0,0,0,1
"@NurseForHealth Tell me how bottom 60% Pay more taxes to cover Unpatriotic People like Romney who don't pay fair %? http://t.co/sBBF7DyL",1,0,0,0,0,0,0
"How can Obama talk jobs.......he never had a real job.....always a Government parasite....!!! http://t.co/2k3hveJf Ä Ä Ä Ä",0,0,0,0,0,0,1
"RT @PatDollard: Explosive Revelation: Obama Nixed Killing Bin Laden 3 Times, Hillary Made Him Finally Do It http://t.co/zhjF3xx1",0,0,0,0,0,0,0
"RT @FreedomWorks: RT @RNCResearch: Since Obama Took Office, National Debt Has Gone Up $5,331,082,606,274 To $15,957,959,655,187, A 50.2 ...",0,0,0,0,0,0,0
"8 PM tonight my radio show will discuss Sean Penn campaign 4Chavez, Obama disenfranchising military &Wis Shooting not Domestic Terror",0,0,0,0,0,0,0
"RT @kelly8sully: I wish Obama could spend a day in a teacher's classroom & get OUR point of view instead of Duncan's top-down, ed-de ...",0,0,0,1,0,0,0
"RT @TheNewDeal: This May Be The Moment That Just Cost Romney The Election http://t.co/XiGRQ3Ee Rt #RomneyCare #p2 #tcot",0,0,0,0,0,0,0
"RT @FactsAboutMitt: Mitt Romney boasts a record for creating private-sector jobs, but as Gov, state employment grew 2x the private secto ...",0,0,0,0,0,0,1
"RT @mnrobot: Obama and Democrats sue to make it more difficult for Military to vote http://t.co/vk2CyKXD #tcot #tlot #vrwc",0,0,0,0,0,0,0
"Obama wants to tax small businesses as high as 44.8%. It's 15% in Canada. http://t.co/2YZpurAl #pennstate #independents",1,0,0,0,0,0,0
"RT @sgaut: Kinda sad when a guy like #Romney pays more tax $ to foreign Gov than he does Income Tax in US. #WhatsMittHiding #RomneyHood",1,0,0,0,0,0,0
"#whataputz #obama insults #Hispanics & #Latinos (again) http://t.co/oRQbUmeG #obama2012 #TCOT #TeaParty #Cuba #Mexico #immigration",0,0,0,0,0,0,0
"RT @NathanHale1775: Anyone have Obama's plan to fix the economy? Control the debt? I've looked everywhere. Can't seem to find it. #p2 #t ...",0,0,1,0,0,0,0
"The facts about President Obama's proposals to strengthen welfare-to-work programs: http://t.co/evsBbhvg",0,0,0,0,0,0,0
"RT @ElishaNEWS: ROTFL!! | RT @ProudlyWeHailed: RT @STL_BLONDE: The #ChickFilA lines have been almost as long as the #Obama unemployment ...",0,0,0,0,0,0,1
"RT @DanMartin_cards: Gov. Martinez at RNC on the 5 trillion dollar deficit increase: Obama ""Built That"" #tcot",0,0,0,0,0,0,0
"RT @YouGiveMeFever7: As Massachusetts governor, Mitt Romney outsourced state jobs overseas. Get the facts about his record: http://t.co/ ...",0,0,0,0,0,0,1
"Wtf!? ""@wintersurvival: @PrepperCentral Texas Judge Warns Obama May Spark –Civil War,” Call in UN Troops http://t.co/iUBYJwSq""",0,0,0,0,0,0,0
"RT @ObamaTax: @CondoleezzaRice is amazing, glowing, huge, idealistic. In comparison, #BarackObama is petty, weak, overmatched and small ...",0,0,0,0,0,0,0
"RT @SoSoTorpedo: MT: Republican attacks on President Obamaês plans for Medicare are growing more heated and inaccurate by the day http: ...",0,0,0,0,0,0,0
"No matter the outcome in Syria it will not be good for the U.S. Obama's appeasement of Iran will haunt the US even more than Carter's has",0,0,0,0,0,0,0
"RT @GoAngelo: Mitt Romney says he believes America is about ""people pursuing happiness as they choose""...except for gay people, of course.",0,0,0,0,0,0,0
"Uh oh! Obama throws granny off the cliff thanks to ObamaCARE Medicare cuts! (Video) http://t.co/axLLrSW0 #tcot #tlot",0,0,0,0,0,0,0
"RT @politifact: Romney-Ryan won't affect current retirees, Ryan said. But health law repeal makes that Half True. http://t.co/L6Jfer3J",0,0,0,0,0,0,0
"RT @jeffemanuel: RT @iowahawkblog: Nominating Ryan was an underhanded dirty trick to make people talk about the economy instead of Romne ...",0,0,1,0,0,0,0
"Obama's promise: If he did not turn the economy around, he did not deserve reelection. Let's hold him to it! Skewed polls hide the facts.",0,0,1,0,0,0,0
"RT @marclippincott: Romney not showing tax returns is an attack on the media. And they should feel the snub.",1,0,0,0,0,0,0
"RT @American1st: Mr Obama WE ALL PAID FOR ROADS , BRIDGES & SCHOOLS! UNAMERICAN MARXISTS LIKE U HAD ZERO TO DO WITH BUILDING THIS ...",0,0,0,1,0,0,0
"RT @JustABrick: CNN reporter Dana Bash says that she has a source of her own who can confirm Romneyês zero-percent tax rate for a decade ...",1,0,0,0,0,0,0
"RT @purplehullpea: The same folks whose only goal for 4 years is to defeat PBO now say they are ready to fix the economy. #tcot #VOTE #O ...",0,0,1,0,0,0,0
"RT @amaditalks: Now Romney is saying he'll add 12 million jobs if elected. I thought that the government didn't create jobs?",0,0,0,0,0,0,1
"ThinkProgress: Ryan Adviser Calls On Congress To Authorize War With Iran http://t.co/DpS06N4n #p2 #tcot #obama2012",0,0,0,0,0,0,0
"Washington Post to Harry Reid: Yeah, You Lied About Romneyês Taxes | CowboyByte http://t.co/IJKJOdoX via @sharethis",1,0,0,0,0,0,0
"RT @OFA_OH: Taken together, Kasich and Romney would throw Ohioês middle class under the bus: http://t.co/2Mm3hC0r http://t.co/RxL8CD0K",0,0,0,0,0,0,0
"@BarackObama = Mao Giving jobs 2 China! When did u sell our #country Short? #Obama's Hope and Change shades of #Communism #tcot #P2",0,0,0,0,0,0,1
"RT Romney win would do wonders for Canadian economy: Congressman http://t.co/OvPbhMz2 :Sun News Network",0,0,1,0,0,0,0
"RT @DiegoUK: .@MittRomney's 1st Amendment Crisis: Bars Reporters From Questions On Abortion Or Akin http://t.co/Sr6Td284 #p2 #ctl #toppr ...",0,1,0,0,0,0,0
"Obama Administration Says Get Over It, Obamacare Is a Done Deal!. #teaparty #tcot #tlot #ocra http://t.co/rFlAu9zr",0,0,0,0,0,0,0
"RT @bardgal: More proof all Tax Felon Romney & the TEAGOP have are LIES 24/7. #ReleaseTheTaxReturns http://t.co/7db2XqDf",1,0,0,0,0,0,0
"RT @pepper_10: RT @filterednews: Energy loan watchdog a $52,500 Obama donor | WashingtonExaminer http://t.co/3JFEbvtW",0,0,0,0,1,0,0
"Romney's not the only with tax-return trouble http://t.co/95EvuRwK",1,0,0,0,0,0,0
"Perhaps Ted Nugent and he can go on NRA tour: •Dark Knight Risesê massacre victim blasts Dave Mustaineês anti-Obama... http://t.co/zNfgz3As",0,0,0,0,0,0,0
"""We'll believe it when we see it. Until Mitt Romney releases his tax returns, will continue to wonder what he's hiding."" -Reid spokesman",1,0,0,0,0,0,0
"RT @STXherry: Special Operations group to Obama: Someone else made that bin Laden kill happen http://t.co/Cqpo2spG #sot #TCOT",0,0,0,0,0,0,0
"Romney vows to boost national debt by $716 billion, no one blinks http://t.co/p0xiHdeV",0,0,0,0,0,0,0
"Apparently, the Democrat argument is that Romney did not overpay the taxes Congress required him to pay!",1,0,0,0,0,0,0
"Yes, Obama Really Is Suppressing Military Vote http://t.co/nAeQInf6 via @BeforeItsNews",0,0,0,0,0,0,0
"RT @TheDailyEdge: Ryan concedes that under Obama seniors will continue to receive Medicare w/out paying $6,400 for his crappy vouchers h ...",0,0,0,0,0,0,0
"@SnarkyMushroom Sounds like you have a chance to get into war with Iran and Syria. send the Romney campaign the directive and then win, no?",0,0,0,0,0,0,0
"Romney signed the an anti-gay campaign pledge, calling for a federal amendment outlawing same-sex marriage http://t.co/slna9U0Y",0,0,0,0,0,0,0
"Ryan Reveals Romney Plan To Replace Defense Spending Cuts With Food Stamp Cuts http://t.co/G6aP3Hil via @bi_contributors",0,0,0,0,0,0,0
"RT @rationalists: Paul Ryan: ""Snow is proof climate change is false."" Romney says Ryan is the intellectual leader of GOP. Any questions?",0,0,0,0,0,1,0
"@truthteam2012: FACT: The Obama administration has forcefully pursued classified national security leaks | ""Who cut the cheese?"" @jimmiebjr",0,0,0,0,0,0,0
"RT @ChavezChavis: Coulter is also the face of right wing hatred and meanness. Republicans don't care about how Obamacare will save lives ...",0,0,0,0,0,0,0
"Romney's ""Son of Boss"" tax-avoidance scandal... google it. #tcot #teaparty #GOP #Dems #independents #moderates #p2 #pX http://t.co/ZIhrJKgh",1,0,0,0,0,0,0
"@preciousliberty Of course Iran backs Obama, so they can have more time to blow the world up.",0,0,0,0,0,0,0
"RT @ACollinsByrnes: #Romney-Ryan? Smart, determined to fix economy, & handsome!",0,0,1,0,0,0,0
"You think about it reverend manning is right. The cia has to know everything about obama but doesn't care that he's a foreigner",0,0,0,0,0,0,0
